source,target,value
4673,5676,1
4675,2840,1
4675,4675,1
4677,4677,1
4677,7152,1
4677,7618,1
4677,7716,1
4682,1353,1
4682,4682,1
4696,1274,3
4696,4464,3
4696,4696,3
4696,4726,1
4696,5688,1
4696,6662,1
4700,1489,1
4700,3237,1
4700,4700,2
4700,6747,1
4700,6960,1
4704,1708,1
4704,4704,1
4704,5731,1
4705,786,1
4705,1290,1
4705,4596,1
4705,4705,1
4711,126,2
4711,444,1
4711,1194,1
4711,1563,1
4711,1599,2
4711,2036,1
4711,4074,2
4711,4711,2
4713,4713,1
4713,7788,1
4713,7796,1
4719,1635,1
4719,3133,1
4719,4719,1
4723,1061,1
4723,4723,1
4723,6545,1
4723,7008,1
4726,1274,1
4726,4464,1
4726,4696,1
4726,4726,1
4727,205,1
4727,4363,1
4727,4727,1
4730,1342,1
4730,3512,1
4730,4730,1
4730,6734,1
4732,862,1
4732,1873,1
4732,4732,1
4732,6401,1
4736,734,1
4736,1919,1
4736,2478,1
4736,3444,1
4736,4736,1
4736,7942,1
4738,3355,1
4738,3458,1
4738,3479,1
4738,3519,1
4738,4480,1
4738,4738,1
4740,3116,1
4740,4130,1
4740,4740,1
4741,3354,1
4741,4349,1
4741,4741,1
4743,780,1
4743,4743,1
4748,1957,1
4748,4067,1
4748,4748,1
4748,6406,1
4750,1708,2
4750,4301,2
4750,4750,2
4750,6653,1
4751,4584,1
4751,4751,1
4751,6300,1
4751,7729,1
4754,759,1
4754,4402,1
4754,4754,1
4754,4887,1
4754,6552,1
4755,4755,1
4755,5134,1
4755,6489,1
4757,1277,1
4757,4757,1
4757,5051,1
4757,6534,1
4760,2303,1
4760,2386,1
4760,3535,1
4760,4760,1
4769,321,1
4769,4769,1
4773,2786,1
4773,4773,1
4783,1333,1
4783,2510,1
4783,4783,1
4791,1681,1
4791,4791,1
4791,6568,1
4793,4793,1
4793,5257,1
4796,4141,1
4796,4796,1
4796,6097,1
4796,7755,1
4800,2840,1
4800,4800,1
4800,6639,1
4801,4253,1
4801,4801,2
4801,6608,1
4801,6655,1
4803,2786,2
4803,4803,2
4803,4963,1
4808,238,1
4808,4808,1
4808,6140,1
4817,633,1
4817,1559,1
4817,2228,1
4817,4535,1
4817,4817,1
4837,2557,1
4837,4837,1
4837,5740,1
4837,6408,1
4840,4840,2
4840,6566,1
4840,6804,1
4840,6829,1
4843,4843,1
4843,5583,1
4843,6546,1
4845,55,1
4845,1184,1
4845,1201,1
4845,4845,2
4845,5098,1
4845,6240,1
4859,4859,1
4859,6394,1
4875,4875,1
4875,5869,1
4875,7436,1
4877,775,1
4877,4877,1
4883,126,1
4883,2036,1
4883,4883,1
4884,3159,1
4884,4884,1
4884,7292,1
4886,572,1
4886,4886,1
4886,5255,1
4887,759,1
4887,4402,1
4887,4754,1
4887,4887,1
4887,6552,1
4891,336,1
4891,4891,1
4891,6799,1
4893,4893,1
4893,7222,1
4893,7292,1
4893,7486,1
4903,1525,1
4903,1990,1
4903,4903,1
4906,4906,1
4906,6113,1
4907,316,1
4907,493,1
4907,494,1
4907,873,1
4907,1884,1
4907,2038,1
4907,2140,1
4907,2148,1
4907,3717,1
4907,4907,3
4907,5743,1
4908,138,2
4908,892,1
4908,1369,1
4908,4908,2
4909,4673,1
4909,4909,1
4909,5111,1
4909,5220,1
4909,5676,1
4911,2037,1
4911,2523,1
4911,4911,1
4914,320,1
4914,2597,1
4914,4562,1
4914,4914,1
4914,5522,1
4921,1910,1
4921,3112,1
4921,4921,1
4922,2537,1
4922,2860,1
4922,3230,1
4922,3231,1
4922,3369,1
4922,4621,1
4922,4922,1
4922,5670,1
4922,5675,1
4922,6398,1
4922,6551,1
4929,2325,1
4929,3266,1
4929,4929,1
4946,520,1
4946,2354,1
4946,4946,1
4952,705,1
4952,1338,1
4952,1391,1
4952,2294,1
4952,4155,1
4952,4952,1
4953,3815,1
4953,4953,1
4954,705,1
4954,4954,1
4954,7436,1
4961,1330,1
4961,4617,1
4961,4961,2
4961,4962,1
4962,4961,1
4962,4962,1
4963,2786,1
4963,4803,1
4963,4963,1
4967,270,1
4967,880,1
4967,4967,1
4971,2108,1
4971,4290,1
4971,4971,1
4971,6267,1
4975,4068,1
4975,4975,1
4975,7091,1
4988,75,1
4988,4988,1
4988,6547,1
4994,3323,1
4994,4994,1
4994,5132,1
4994,6502,1
5003,514,1
5003,1873,1
5003,3991,1
5003,5003,1
5003,6718,1
5008,5008,1
5008,5788,1
5012,27,1
5012,3696,1
5012,4400,1
5012,5012,1
5013,1278,1
5013,5013,1
5014,1910,1
5014,4020,1
5014,5014,1
5018,5018,1
5018,7222,1
5019,5019,1
5019,6864,1
5026,909,1
5026,2404,1
5026,5026,1
5029,418,1
5029,5029,1
5036,76,1
5036,3435,1
5036,4175,1
5036,5036,1
5037,912,1
5037,5037,1
5037,6178,1
5042,5042,2
5042,6142,2
5042,6512,1
5049,1684,1
5049,5049,1
5049,5182,1
5049,6461,1
5049,6864,1
5051,1277,1
5051,4757,1
5051,5051,1
5051,6534,1
5052,1685,1
5052,5052,1
5059,715,1
5059,2796,1
5059,5059,1
5059,5801,1
5059,7119,1
5063,650,1
5063,903,1
5063,5063,1
5065,5065,1
5065,5909,1
5065,6307,1
5067,5067,1
5079,2458,1
5079,3898,1
5079,5079,1
5079,5743,1
5080,574,1
5080,1559,1
5080,5080,1
5098,1184,1
5098,4845,1
5098,5098,1
5098,6240,1
5100,3688,1
5100,5100,1
5103,370,1
5103,2533,1
5103,5103,1
5108,4060,1
5108,5108,1
5108,5547,1
5108,5691,1
5108,6553,1
5111,4673,1
5111,4909,1
5111,5111,1
5111,5220,1
5111,5676,1
5112,4173,1
5112,5112,1
5112,5693,1
5112,6113,1
5112,6246,1
5112,6566,1
5113,2168,1
5113,3761,1
5113,5113,1
5113,6222,1
5115,1877,1
5115,5115,1
5123,3449,1
5123,4297,1
5123,5123,1
5129,1377,1
5129,5129,1
5129,6161,1
5132,3323,1
5132,4994,1
5132,5132,1
5132,6502,1
5134,4755,1
5134,5134,1
5134,6489,1
5136,5136,1
5136,6887,1
5147,5147,1
5147,5732,1
5147,7078,1
5158,526,1
5158,5158,1
5158,7963,1
5163,898,1
5163,1686,1
5163,5163,1
5173,1397,1
5173,4652,1
5173,5173,1
5173,5616,1
5173,6201,1
5181,1867,4
5181,5181,5
5181,6211,4
5182,1684,1
5182,5049,1
5182,5182,1
5182,6461,1
5182,6864,1
5184,3289,1
5184,5184,1
5184,5790,1
5188,2125,1
5188,2231,1
5188,3308,1
5188,5188,1
5188,6069,1
5188,6586,1
5197,5197,1
5197,6264,1
5198,1996,1
5198,3508,1
5198,3713,1
5198,5198,5
5198,6260,1
5199,1839,1
5199,4345,1
5199,5199,1
5209,1195,1
5209,2891,1
5209,5209,1
5216,4278,1
5216,5216,1
5216,7332,1
5220,4673,1
5220,4909,1
5220,5111,1
5220,5220,1
5220,5676,1
5224,170,1
5224,2898,1
5224,3680,1
5224,4009,1
5224,5224,1
5224,6153,1
5224,6671,1
5226,416,1
5226,3131,1
5226,4369,1
5226,5226,1
5231,1671,1
5231,5231,1
5232,4204,1
5232,5232,1
5232,7287,1
5240,69,1
5240,1391,1
5240,4390,1
5240,5240,1
5245,963,1
5245,2666,1
5245,5245,1
5247,1590,1
5247,5247,1
5247,6275,1
5247,6276,1
5255,572,1
5255,4886,1
5255,5255,1
5257,4793,1
5257,5257,1
5260,2356,1
5260,3575,1
5260,3668,1
5260,5260,6
5260,5281,1
5260,5546,1
5261,5261,3
5261,6470,1
5261,6471,1
5262,3655,1
5262,5262,1
5266,1457,1
5266,3329,1
5266,4458,1
5266,5266,1
5266,7015,1
5266,7292,1
5271,1195,1
5271,3756,1
5271,5271,1
5273,2170,1
5273,2892,1
5273,3597,1
5273,5273,1
5273,5425,1
5277,1854,2
5277,5277,2
5277,5602,1
5281,5260,1
5281,5281,1
5306,3661,1
5306,5306,1
5306,7140,1
5306,7954,1
5309,409,1
5309,2701,1
5309,3859,1
5309,5309,2
5309,6313,2
5310,3884,1
5310,4188,1
5310,5310,1
5310,7268,1
5319,5319,1
5319,7392,1
5323,100,3
5323,605,2
5323,745,1
5323,1391,1
5323,1600,1
5323,1753,1
5323,1823,1
5323,1838,1
5323,2108,2
5323,2337,1
5323,2724,2
5323,2997,1
5323,3326,1
5323,3660,1
5323,4287,1
5323,4604,1
5323,5323,17
5323,5761,1
5323,6022,1
5323,6313,1
5323,6546,1
5323,6623,2
5323,6835,1
5323,7182,1
5323,7436,3
5323,7581,1
5323,7944,1
5325,2611,1
5325,5325,1
5325,6978,1
5325,7417,1
5325,7628,1
5343,1331,1
5343,3859,1
5343,5343,2
5343,6313,2
5348,2313,1
5348,2744,1
5348,2931,1
5348,4357,1
5348,5348,2
5348,5361,1
5348,6171,1
5348,7478,2
5361,2313,1
5361,2744,1
5361,2931,1
5361,5348,1
5361,5361,1
5361,6171,1
5361,7478,1
5364,5364,2
5364,6225,2
5376,741,1
5376,2897,1
5376,5376,1
5380,5380,1
5380,5674,1
5380,6548,1
5381,3156,2
5381,3490,1
5381,5381,2
5393,933,3
5393,5393,3
5397,4126,1
5397,5397,1
5397,5884,1
5398,730,1
5398,5398,1
5398,6394,1
5398,6546,1
5415,2350,1
5415,5415,1
5415,6954,1
5422,912,1
5422,1336,1
5422,5422,1
5423,1664,1
5423,2836,1
5423,3879,1
5423,5423,3
5423,5732,1
5423,6101,1
5425,2170,1
5425,2892,1
5425,3597,1
5425,5273,1
5425,5425,1
5443,2883,1
5443,4003,1
5443,5443,2
5445,5445,2
5445,6026,1
5449,2753,1
5449,5449,1
5450,770,1
5450,1348,1
5450,5450,1
5469,2823,1
5469,5469,1
5469,6454,1
5478,3577,1
5478,5478,1
5481,3464,1
5481,3477,1
5481,5481,2
5481,6263,1
5481,7441,1
5482,4060,1
5482,5482,1
5499,2716,1
5499,5499,1
5499,6133,1
5505,364,1
5505,993,1
5505,1391,1
5505,1559,1
5505,1865,1
5505,2049,1
5505,2140,1
5505,2786,1
5505,3545,1
5505,5505,1
5508,80,1
5508,2116,1
5508,5508,1
5515,5515,1
5515,6422,1
5515,7948,1
5522,320,1
5522,2597,1
5522,4562,2
5522,4914,1
5522,5522,2
5523,2767,1
5523,5523,1
5523,6867,1
5526,4059,1
5526,5526,1
5526,5615,1
5526,5691,1
5532,1575,1
5532,2936,1
5532,5532,1
5537,2035,1
5537,4048,1
5537,5537,1
5538,2908,1
5538,5538,1
5540,1193,1
5540,1260,1
5540,5540,1
5542,5542,1
5542,5705,1
5542,6247,1
5544,967,1
5544,1331,1
5544,3470,1
5544,5544,1
5544,7030,1
5544,7802,1
5546,5260,1
5546,5546,1
5547,3939,1
5547,4060,1
5547,5108,1
5547,5547,2
5547,5691,1
5547,6553,1
5547,7292,1
5547,7545,1
5552,1185,1
5552,1218,1
5552,2517,1
5552,5552,1
5552,5589,1
5552,7971,1
5555,308,1
5555,3353,1
5555,5555,1
5555,5637,1
5556,1745,1
5556,3868,1
5556,5556,1
5556,7059,1
5569,128,1
5569,2517,1
5569,4232,1
5569,5569,1
5570,2426,1
5570,5570,1
5575,5575,3
5575,6257,1
5575,6506,1
5582,3551,1
5582,4143,1
5582,5582,1
5583,4843,1
5583,5583,1
5583,6546,1
5586,4149,1
5586,5586,1
5587,1985,1
5587,5587,1
5587,5695,1
5589,1185,1
5589,1218,1
5589,2517,1
5589,5552,1
5589,5589,1
5589,7971,1
5590,2156,1
5590,5590,1
5590,5701,1
5590,6789,1
5594,5594,2
5602,1854,1
5602,5277,1
5602,5602,1
5611,239,1
5611,5611,1
5611,5625,1
5611,5653,1
5615,4059,1
5615,4060,1
5615,5526,1
5615,5615,3
5615,5691,1
5615,7292,1
5616,1397,1
5616,4652,1
5616,5173,1
5616,5616,1
5616,6201,1
5622,1899,1
5622,5622,1
5623,5623,1
5625,239,1
5625,5611,1
5625,5625,1
5625,5653,1
5626,5626,1
5637,308,1
5637,3353,1
5637,5555,1
5637,5637,1
5639,1230,1
5639,2259,1
5639,5639,1
5639,6386,1
5653,239,1
5653,5611,1
5653,5625,1
5653,5653,1
5655,126,1
5655,2156,1
5655,2838,1
5655,3796,1
5655,4350,1
5655,4475,1
5655,4529,1
5655,5655,1
5655,5701,1
5655,5854,1
5655,6789,1
5659,362,1
5659,1391,1
5659,4272,1
5659,5659,1
5667,5667,1
5667,6397,1
5669,2840,1
5669,4669,1
5669,5669,1
5670,2537,1
5670,2860,1
5670,3230,1
5670,3231,1
5670,3369,1
5670,4621,1
5670,4922,1
5670,5670,1
5670,5675,1
5670,6398,1
5670,6551,1
5674,5380,1
5674,5674,1
5674,6548,1
5675,2537,1
5675,2860,1
5675,3230,1
5675,3231,1
5675,3369,1
5675,4621,1
5675,4922,1
5675,5670,1
5675,5675,1
5675,6398,1
5675,6551,1
5676,678,1
5676,1992,1
5676,3790,1
5676,4673,1
5676,4909,1
5676,5111,1
5676,5220,1
5676,5676,2
5685,253,1
5685,5685,2
5688,1274,1
5688,4464,1
5688,4696,1
5688,5688,1
5688,6662,1
5691,4059,1
5691,4060,1
5691,5108,1
5691,5526,1
5691,5547,1
5691,5615,1
5691,5691,2
5691,6553,1
5693,379,1
5693,1224,1
5693,2357,1
5693,4173,1
5693,5112,1
5693,5693,3
5693,6113,1
5693,6218,1
5693,6246,1
5693,6480,1
5693,6507,1
5693,6566,1
5693,6671,1
5694,1194,1
5694,3723,1
5694,5694,1
5694,5838,1
5695,1985,1
5695,5587,1
5695,5695,1
5696,5696,1
5701,126,1
5701,2156,2
5701,2838,1
5701,3796,1
5701,4350,1
5701,4475,1
5701,4529,1
5701,5590,1
5701,5655,1
5701,5701,2
5701,5854,1
5701,6789,2
5704,380,1
5704,1674,1
5704,5704,1
5704,6706,1
5705,5542,1
5705,5705,1
5705,6247,1
5709,2568,1
5709,3065,1
5709,5709,2
5711,4387,1
5711,5711,1
5711,6810,1
5717,802,1
5717,1222,1
5717,5717,1
5720,1218,1
5720,1307,1
5720,1699,1
5720,5720,1
5721,539,1
5721,1615,1
5721,3287,1
5721,3725,2
5721,4047,2
5721,4352,1
5721,5721,3
5728,3553,1
5728,5728,1
5730,2142,1
5730,2354,1
5730,5730,1
5730,7582,1
5731,1708,1
5731,4704,1
5731,5731,1
5732,1664,1
5732,5147,1
5732,5423,1
5732,5732,2
5732,7078,1
5740,2557,1
5740,4837,1
5740,5740,1
5740,6408,1
5743,494,1
5743,2140,1
5743,2458,1
5743,3717,1
5743,3898,1
5743,4907,1
5743,5079,1
5743,5743,2
5753,2474,1
5753,5753,1
5753,7177,1
5758,1471,1
5758,5758,1
5758,6190,1
5760,1953,1
5760,5760,1
5761,1391,1
5761,1600,1
5761,5323,1
5761,5761,1
5761,6546,1
5762,788,1
5762,5762,1
5778,1205,1
5778,1926,1
5778,1931,1
5778,5778,1
5788,5008,1
5788,5788,1
5790,3289,1
5790,5184,1
5790,5790,1
5794,4373,1
5794,4408,1
5794,5794,1
5798,1391,1
5798,2091,1
5798,3115,1
5798,4339,1
5798,4400,3
5798,5798,3
5798,6268,1
5798,6517,1
5798,7967,1
5799,3945,1
5799,5799,1
5801,715,1
5801,2796,1
5801,5059,1
5801,5801,1
5801,7119,1
5806,5806,1
5806,6863,1
5812,714,1
5812,1457,1
5812,5812,1
5838,1194,3
5838,1707,1
5838,3723,3
5838,5694,1
5838,5838,3
5842,321,1
5842,2365,1
5842,5842,1
5854,126,1
5854,2156,1
5854,2838,1
5854,3796,1
5854,4350,1
5854,4475,1
5854,4529,1
5854,5655,1
5854,5701,1
5854,5854,1
5854,6789,1
5857,2196,1
5857,2634,1
5857,3442,1
5857,3701,1
5857,5857,1
5864,3397,1
5864,5864,1
5864,7485,1
5866,1854,1
5866,3212,1
5866,5866,1
5869,517,1
5869,1583,1
5869,4875,1
5869,5869,3
5869,7436,2
5869,7478,1
5878,3654,1
5878,5878,1
5878,5897,1
5879,1716,1
5879,2776,1
5879,2877,1
5879,5879,1
5883,1171,1
5883,5883,1
5883,6145,1
5883,6237,1
5884,4126,1
5884,5397,1
5884,5884,1
5892,1714,1
5892,3020,1
5892,3128,1
5892,5892,1
5892,7465,1
5893,804,1
5893,5893,1
5897,1557,1
5897,3654,1
5897,5878,1
5897,5897,2
5908,333,1
5908,3385,1
5908,5908,1
5909,5065,1
5909,5909,1
5909,6307,1
5915,926,1
5915,3263,1
5915,5915,1
5915,5958,1
5915,6644,1
5917,4035,1
5917,5917,1
5931,223,1
5931,5931,1
5931,7570,1
5933,2550,1
5933,5933,1
5933,7199,1
5936,2835,1
5936,5936,1
5951,2425,1
5951,5951,1
5951,7190,1
5958,926,2
5958,1149,1
5958,3263,1
5958,5915,1
5958,5958,2
5958,6644,2
5960,5960,1
5960,6038,1
5962,940,2
5962,3074,1
5962,4473,2
5962,5962,5
5962,7241,2
5962,7292,1
5963,1726,1
5963,2010,1
5963,2943,1
5963,5963,1
5963,6993,1
5964,2333,1
5964,3091,1
5964,5964,1
5964,7687,1
5972,1611,1
5972,5972,1
5973,1012,1
5973,1015,1
5973,1140,1
5973,3850,1
5973,3913,1
5973,5973,1
5973,7774,1
5973,7790,1
5974,1096,1
5974,5974,1
5974,6677,1
5984,3941,1
5984,5984,1
5995,1906,1
5995,3272,1
5995,5995,1
6000,6000,1
6000,6393,1
6000,6484,1
6001,3424,1
6001,4481,2
6001,6001,3
6001,6358,3
6005,2972,1
6005,3954,1
6005,6005,1
6017,1054,1
6017,1058,3
6017,6017,4
6022,5323,1
6022,6022,1
6022,6313,1
6026,5445,1
6026,6026,1
6027,2405,1
6027,6027,1
6027,7418,1
6032,2703,1
6032,3420,1
6032,3753,1
6032,6032,1
6038,5960,1
6038,6038,1
6063,6063,1
6063,7658,1
6066,1350,1
6066,6066,3
6066,6544,2
6066,7292,3
6069,2125,1
6069,2231,1
6069,3308,1
6069,5188,1
6069,6069,1
6069,6586,1
6077,592,1
6077,3425,1
6077,3738,1
6077,6077,1
6077,7942,1
6079,1215,1
6079,1616,1
6079,4108,1
6079,6079,2
6094,6094,1
6097,4141,1
6097,4796,1
6097,6097,1
6097,7755,1
6099,3419,1
6099,3659,1
6099,6099,1
6100,1391,1
6100,4411,1
6100,6100,1
6101,2836,1
6101,5423,1
6101,6101,1
6105,1720,1
6105,1841,1
6105,6105,1
6107,1391,1
6107,3518,1
6107,6107,1
6107,6903,1
6108,913,1
6108,977,1
6108,6108,1
6113,4173,1
6113,4906,1
6113,5112,1
6113,5693,1
6113,6113,3
6113,6246,1
6113,6566,1
6113,7751,1
6116,1870,1
6116,1871,1
6116,6116,1
6116,6529,1
6130,760,1
6130,3347,1
6130,6130,1
6133,2716,1
6133,5499,1
6133,6133,1
6138,4400,1
6138,6138,1
6140,168,1
6140,238,1
6140,1423,1
6140,4808,1
6140,6140,2
6142,5042,2
6142,6142,2
6142,6512,1
6143,331,1
6143,6143,1
6144,3555,1
6144,6144,1
6145,1171,1
6145,5883,1
6145,6145,1
6145,6237,1
6146,1720,1
6146,1841,1
6146,4486,1
6146,4631,1
6146,6146,1
6153,170,1
6153,888,1
6153,1934,1
6153,2898,1
6153,3680,1
6153,4009,2
6153,4426,1
6153,5224,1
6153,6153,3
6153,6262,1
6153,6665,1
6153,6671,2
6154,1420,1
6154,6154,1
6154,6849,1
6155,1420,1
6155,6155,1
6155,6850,1
6156,1662,1
6156,6156,1
6156,6875,1
6156,7676,1
6156,7966,1
6158,328,1
6158,1360,1
6158,2321,1
6158,4227,1
6158,6158,1
6158,6771,1
6161,1377,1
6161,5129,1
6161,6161,1
6163,3334,1
6163,4658,1
6163,6163,1
6165,1559,1
6165,4544,1
6165,6165,1
6165,6295,1
6165,6520,1
6171,2313,1
6171,2744,1
6171,2931,1
6171,5348,1
6171,5361,1
6171,6171,1
6171,7478,1
6173,4205,1
6173,6173,1
6175,6175,1
6178,912,1
6178,5037,1
6178,6178,1
6180,6180,2
6189,804,1
6189,6189,1
6190,1471,1
6190,5758,1
6190,6190,1
6192,798,1
6192,1550,1
6192,2814,1
6192,6192,1
6201,1397,1
6201,4652,1
6201,5173,1
6201,5616,1
6201,6201,1
6203,3461,1
6203,6203,1
6211,1867,4
6211,5181,4
6211,6211,4
6218,1224,1
6218,5693,1
6218,6218,1
6219,3810,1
6219,6219,1
6222,2168,1
6222,3761,1
6222,5113,1
6222,6222,1
6225,5364,2
6225,6225,2
6235,3270,1
6235,6235,1
6236,2796,1
6236,6236,1
6237,1171,1
6237,5883,1
6237,6145,1
6237,6237,1
6240,754,1
6240,1184,1
6240,2257,1
6240,2448,1
6240,4415,1
6240,4845,1
6240,5098,1
6240,6240,3
6246,4173,1
6246,5112,1
6246,5693,1
6246,6113,1
6246,6246,1
6246,6566,1
6247,5542,1
6247,5705,1
6247,6247,1
6257,5575,1
6257,6257,1
6260,901,1
6260,5198,1
6260,6260,2
6262,888,1
6262,1934,1
6262,4009,1
6262,6153,1
6262,6262,1
6262,6665,1
6262,6671,1
6263,5481,1
6263,6263,1
6264,5197,1
6264,6264,1
6266,4295,1
6266,6266,1
6266,6489,1
6267,2108,1
6267,4290,1
6267,4971,1
6267,6267,1
6268,1391,1
6268,4400,1
6268,5798,1
6268,6268,1
6275,1590,1
6275,5247,1
6275,6275,1
6275,6276,1
6276,1590,1
6276,5247,1
6276,6275,1
6276,6276,1
6278,1827,1
6278,3298,1
6278,3369,1
6278,6278,1
6278,7754,1
6281,6281,1
6286,6286,1
6291,330,1
6291,769,1
6291,6291,1
6291,7083,1
6295,574,1
6295,1379,1
6295,1559,3
6295,4028,1
6295,4544,1
6295,6165,1
6295,6295,4
6295,6520,1
6296,3118,2
6296,3315,2
6296,4363,2
6296,6296,2
6300,4584,1
6300,4751,1
6300,6300,1
6300,7729,1
6302,641,1
6302,1638,1
6302,3408,1
6302,6302,1
6307,5065,1
6307,5909,1
6307,6307,1
6309,931,1
6309,1245,1
6309,6309,2
6309,7943,1
6310,6310,1
6312,1192,1
6312,1331,1
6312,6312,1
6313,409,1
6313,1331,2
6313,2701,1
6313,3859,2
6313,4157,1
6313,5309,2
6313,5323,1
6313,5343,2
6313,6022,1
6313,6313,7
6340,3075,1
6340,3416,2
6340,6340,3
6340,6344,1
6344,3075,1
6344,6340,1
6344,6344,1
6345,804,4
6345,3664,1
6345,6345,4
6345,7710,1
6349,1297,1
6349,6349,1
6358,3424,1
6358,4481,2
6358,6001,3
6358,6358,3
6367,6367,1
6367,6986,1
6367,6987,1
6367,7090,1
6378,3650,1
6378,6378,1
6386,1230,1
6386,2259,1
6386,5639,1
6386,6386,1
6393,6000,1
6393,6393,1
6393,6484,1
6394,730,1
6394,4859,1
6394,5398,1
6394,6394,2
6394,6546,1
6397,5667,1
6397,6397,1
6398,2537,1
6398,2860,1
6398,3230,1
6398,3231,1
6398,3369,1
6398,4621,1
6398,4922,1
6398,5670,1
6398,5675,1
6398,6398,1
6398,6551,1
6401,862,2
6401,1873,1
6401,4732,1
6401,6401,2
6401,6943,1
6406,1957,1
6406,4067,1
6406,4748,1
6406,6406,1
6408,2557,1
6408,4837,1
6408,5740,1
6408,6408,1
6414,3423,1
6414,3661,1
6414,6414,1
6421,6421,1
6422,5515,1
6422,6422,1
6422,7948,1
6428,401,1
6428,1331,1
6428,2135,2
6428,3393,1
6428,3769,1
6428,6428,4
6428,7411,1
6429,1113,1
6429,6429,1
6429,7082,1
6438,922,1
6438,3660,1
6438,4167,1
6438,6438,1
6440,845,1
6440,3030,1
6440,6440,1
6453,2304,1
6453,6453,1
6454,2823,1
6454,5469,1
6454,6454,1
6461,1684,1
6461,5049,1
6461,5182,1
6461,6461,1
6461,6864,1
6462,4348,1
6462,6462,1
6470,5261,1
6470,6470,1
6471,5261,1
6471,6471,1
6478,359,1
6478,527,1
6478,6478,1
6478,7942,1
6479,1374,1
6479,1403,1
6479,6479,1
6480,379,1
6480,2357,1
6480,5693,1
6480,6480,1
6480,6507,1
6480,6671,1
6482,5,1
6482,6482,1
6484,6000,1
6484,6393,1
6484,6484,1
6485,228,1
6485,1499,1
6485,2537,1
6485,2598,1
6485,6485,1
6489,4295,1
6489,4755,1
6489,5134,1
6489,6266,1
6489,6489,2
6490,6490,1
6490,7129,1
6490,7467,1
6494,126,1
6494,2105,1
6494,6494,1
6494,6566,1
6502,3323,1
6502,4994,1
6502,5132,1
6502,6502,1
6503,324,1
6503,1281,1
6503,1873,1
6503,3738,2
6503,6503,4
6503,7942,4
6506,661,1
6506,5575,1
6506,6506,2
6507,379,1
6507,2357,1
6507,5693,1
6507,6480,1
6507,6507,1
6507,6671,1
6509,4202,1
6509,6509,1
6511,3746,1
6511,6511,1
6511,7754,1
6512,5042,1
6512,6142,1
6512,6512,1
6514,2952,1
6514,6514,1
6514,7160,1
6517,2091,1
6517,4400,1
6517,5798,1
6517,6517,1
6517,7967,1
6520,1559,1
6520,4544,1
6520,6165,1
6520,6295,1
6520,6520,1
6522,2279,1
6522,3329,1
6522,6522,2
6522,6544,1
6522,7017,1
6522,7292,2
6525,2012,1
6525,6525,1
6525,7220,1
6529,1870,1
6529,1871,1
6529,6116,1
6529,6529,1
6534,1277,1
6534,1910,1
6534,4757,1
6534,5051,1
6534,6534,2
6537,493,1
6537,6537,1
6544,1113,1
6544,1350,1
6544,6066,2
6544,6522,1
6544,6544,4
6544,7017,1
6544,7292,3
6544,7434,1
6545,1061,1
6545,4723,1
6545,6545,1
6545,7008,1
6546,730,1
6546,1391,1
6546,1600,1
6546,4843,1
6546,5323,1
6546,5398,1
6546,5583,1
6546,5761,1
6546,6394,1
6546,6546,3
6547,75,1
6547,4988,1
6547,6547,1
6548,5380,1
6548,5674,1
6548,6548,1
6551,2537,1
6551,2860,1
6551,3230,1
6551,3231,1
6551,3369,1
6551,4621,1
6551,4922,1
6551,5670,1
6551,5675,1
6551,6398,1
6551,6551,1
6552,759,1
6552,4402,1
6552,4754,1
6552,4887,1
6552,6552,1
6553,4060,1
6553,5108,1
6553,5547,1
6553,5691,1
6553,6553,1
6566,126,2
6566,2105,1
6566,4173,1
6566,4840,1
6566,5112,1
6566,5693,1
6566,6113,1
6566,6246,1
6566,6494,1
6566,6566,4
6566,6804,1
6567,1674,1
6567,6567,1
6568,1681,1
6568,4791,1
6568,6568,1
6574,294,1
6574,6574,1
6577,1418,1
6577,3253,1
6577,6577,1
6586,2125,1
6586,2231,1
6586,3308,1
6586,5188,1
6586,6069,1
6586,6586,1
6599,6599,1
6599,6884,1
6603,3645,2
6603,4426,2
6603,6603,2
6603,6671,2
6608,4801,1
6608,6608,1
6614,3051,1
6614,3984,1
6614,4400,1
6614,6614,1
6618,6618,1
6618,7292,1
6623,2997,1
6623,5323,2
6623,6623,2
6623,6835,1
6623,7182,1
6624,4241,1
6624,6624,1
6634,921,1
6634,3734,1
6634,6634,1
6639,2840,1
6639,4800,1
6639,6639,1
6644,926,2
6644,1149,1
6644,3263,1
6644,5915,1
6644,5958,2
6644,6644,2
6648,2099,1
6648,6648,1
6651,4057,1
6651,6651,1
6653,1708,1
6653,4301,1
6653,4750,1
6653,6653,1
6655,4253,1
6655,4801,1
6655,6655,1
6660,3082,1
6660,3204,1
6660,6660,1
6662,1274,1
6662,4464,1
6662,4696,1
6662,5688,1
6662,6662,1
6664,1279,1
6664,2293,1
6664,4116,1
6664,6664,1
6664,6825,1
6665,888,1
6665,1934,1
6665,4009,1
6665,6153,1
6665,6262,1
6665,6665,1
6665,6671,1
6666,303,1
6666,307,1
6666,4044,1
6666,6666,1
6666,7064,1
6666,7478,1
6671,170,1
6671,379,1
6671,693,1
6671,888,1
6671,1934,1
6671,2357,1
6671,2898,1
6671,3645,2
6671,3680,1
6671,4009,2
6671,4426,2
6671,5224,1
6671,5693,1
6671,6153,2
6671,6262,1
6671,6480,1
6671,6507,1
